,angry,sad,disgust,contempt,fear,neutral,surprise,happy,reason
MSP-PODCAST_0913_1754.wav,0,0,0,0,0,0,0,1,"Maintained happiness for warmth and strength, no changes needed."
MSP-PODCAST_0913_1911.wav,0,0,0,0,0,0.9,0.1,0,"Increased neutrality for questioning, slight surprise for inquiry."
MSP-PODCAST_0913_1937.wav,0.3,0,0.2,0.1,0.1,0.2,0.1,0,"Adjusted for concern with slight fear, maintained disgust and contempt."
MSP-PODCAST_0913_1947.wav,0.1,0,0.1,0.2,0,0,0.1,0.5,"Increased happiness for confidence, adjusted contempt for assertiveness."
MSP-PODCAST_0915_0097.wav,0.2,0,0,0.1,0,0.5,0.1,0.1,"Increased neutrality for cautiousness, slight happiness for positive outlook."
MSP-PODCAST_0915_0145.wav,0,0,0,0,0,0.4,0,0.6,"Increased happiness for amusement, reduced neutrality for clarity."
MSP-PODCAST_0915_0160.wav,0,0,0,0,0,0.8,0,0.2,"Maintained high neutrality for curiosity, slight happiness for interest."
MSP-PODCAST_0916_0005.wav,0,0,0,0,0,0.1,0,0.9,"Increased happiness for excitement, reduced neutrality for clarity."
MSP-PODCAST_0916_0129.wav,0,0,0,0,0.5,0.3,0,0.2,"Increased fear for concern, reduced neutrality for specificity."
MSP-PODCAST_0916_0134.wav,0,0,0.2,0.2,0,0,0,0.6,"Increased happiness for energized, adjusted disgust and contempt for balance."
MSP-PODCAST_0916_0147.wav,1,0,0,0,0,0,0,0,"Maintained anger for conviction, no changes needed."
MSP-PODCAST_0916_0221.wav,0,0,0,0,0,0.1,0,0.9,"Increased happiness for amusement, reduced neutrality for emphasis."
MSP-PODCAST_0917_0075.wav,0,0,0,0,0.3,0.5,0,0.2,"Increased fear for contemplation, maintained high neutrality for reflection."
MSP-PODCAST_0917_0087.wav,0.3,0,0.3,0.1,0,0.2,0,0.1,"Increased anger and disgust for passion, adjusted contempt for intensity."
MSP-PODCAST_0917_0209.wav,0.1,0.1,0,0,0,0.7,0.1,0,"Increased neutrality for frustration, slight anger and sadness for balance."
MSP-PODCAST_0917_0560.wav,0.5,0,0,0.2,0,0.2,0,0.1,"Increased anger for assertiveness, adjusted contempt for firmness."
MSP-PODCAST_0917_0616.wav,0,0,0.3,0.5,0,0,0.2,0,"Increased contempt for disappointment, added disgust for emphasis."
MSP-PODCAST_0917_0831.wav,0,0,0.5,0,0,0,0.5,0,"Increased disgust for hyperbole, added surprise for exaggeration."
MSP-PODCAST_0917_1013.wav,0.3,0,0.2,0,0.1,0.3,0.1,0,"Adjusted for concern with slight fear, maintained disgust for emphasis."
MSP-PODCAST_0917_1040.wav,0,0,0,0,0,0.9,0.1,0,"Increased neutrality for concerned excitement, slight surprise for anticipation."
MSP-PODCAST_0917_1052.wav,0.1,0,0,0,0.8,0.1,0,0,"Increased fear for intensity, reduced neutrality for emphasis."
MSP-PODCAST_0917_1063.wav,0,0.3,0,0,0.3,0.3,0.1,0,"Increased sadness and fear for concern, maintained neutrality for balance."
MSP-PODCAST_0917_1288.wav,0.5,0,0.5,0,0,0,0,0,"Increased anger and disgust for annoyance, reduced neutrality for clarity."
MSP-PODCAST_0079_0050.wav,0,0.1,0,0,0.1,0.7,0,0.1,"Concern implies worry, slightly increasing 'sad' and 'fear'."
MSP-PODCAST_0079_0059.wav,0,0,0,0,0,0.5,0,0.5,"Interest implies a positive feeling, increasing 'happy'."
MSP-PODCAST_0079_0066.wav,0.2,0.1,0.1,0.2,0.1,0.3,0,0,Uncertainty and annoyance suggest more 'angry' and 'contempt'.
MSP-PODCAST_0079_0067.wav,0.1,0.2,0.2,0.1,0,0.3,0,0.1,"Disappointment increases 'sad', realistic view adjusts 'neutral'."
MSP-PODCAST_0079_0107.wav,0.2,0,0.3,0,0.1,0.2,0.1,0.1,Annoyance increases 'angry' and 'disgust'.
MSP-PODCAST_0079_0108.wav,0,0,0,0,0,0.9,0,0.1,Informative content is primarily 'neutral' with slight 'happy'.
MSP-PODCAST_0079_0118.wav,0,0.2,0,0.1,0.2,0.4,0.1,0,Concern suggests more 'sad' and 'fear'.
MSP-PODCAST_0079_0143.wav,0.3,0,0,0.3,0,0.2,0,0.2,Defensiveness increases 'angry' and 'contempt'.
MSP-PODCAST_0079_0148.wav,0.1,0,0,0.3,0,0.4,0.1,0.1,"Frustration increases 'contempt', surprise at situation."
MSP-PODCAST_0079_0174.wav,0.4,0,0,0,0,0.5,0,0.1,"Encouragement is positive, but frustration suggests 'angry'."
MSP-PODCAST_0079_0175.wav,0,0.2,0,0,0.1,0.4,0.2,0.1,Insecurity increases 'sad' and 'surprise' at vulnerability.
MSP-PODCAST_0079_0186.wav,0,0,0,0,0,0.7,0,0.3,"Calmness increases 'neutral', slight increase in 'happy'."
MSP-PODCAST_0079_0188.wav,0,0.3,0.2,0,0,0.4,0,0.1,"Concern increases 'sad', 'disgust' at the situation."
MSP-PODCAST_0079_0207.wav,0.4,0,0.3,0,0,0,0,0.3,Combination of concern and frustration increases 'angry' and 'disgust'.
MSP-PODCAST_0079_0217.wav,0,0,0,0,0,0.1,0,0.9,Goofiness is overwhelmingly 'happy'.
MSP-PODCAST_0079_0226.wav,0,0.2,0,0,0,0.7,0,0.1,"Boredom increases 'sad', maintaining high 'neutral'."
MSP-PODCAST_0079_0231.wav,0,0,0,0,0,0.2,0,0.8,Amusement is primarily 'happy'.
MSP-PODCAST_0079_0232.wav,0.2,0,0,0.2,0,0.5,0,0.1,Defensive and bothered suggest 'angry' and 'contempt'.
MSP-PODCAST_0079_0249.wav,0,0,0.05,0.05,0,0.05,0,0.85,Sarcasm and kidding are mostly 'happy' with slight 'disgust'.
MSP-PODCAST_0079_0277.wav,0.3,0.2,0,0,0,0.3,0.1,0.1,"Concern increases 'sad', 'angry' due to frustration."
MSP-PODCAST_0079_0280.wav,0.1,0,0.2,0,0,0.6,0,0.1,"Annoyance increases 'angry', 'disgust', but absorbed in activity."
MSP-PODCAST_0079_0282.wav,0,0,0,0,0,0.5,0,0.5,"Hopefulness is positive, increasing 'happy'."
MSP-PODCAST_0079_0286.wav,0.05,0.1,0,0.05,0,0.7,0,0.1,"Calm and matter-of-fact increase 'neutral', slight 'sad' and 'angry'."
MSP-PODCAST_0079_0287.wav,0.2,0,0,0,0,0.7,0,0.1,"Confusion in annoyance context increases 'angry', maintains 'neutral'."
MSP-PODCAST_0079_0289.wav,0.1,0,0,0,0,0.6,0,0.3,"Frustration increases 'angry', but mostly 'neutral' with some 'happy'."
MSP-PODCAST_0079_0290.wav,0.4,0.05,0.2,0.1,0,0,0.1,0.15,"Annoyance and excitement increase 'angry', 'disgust', and 'happy'."
MSP-PODCAST_0079_0302.wav,0,0.3,0,0.2,0,0.4,0,0.1,"Confusion increases 'sad', 'contempt' for misunderstanding."
MSP-PODCAST_0079_0305.wav,0,0,0,0,0,0,0,1,Amusement is purely 'happy'.
MSP-PODCAST_0079_0332.wav,0,0.1,0,0,0.1,0.7,0,0.1,"Confusion increases 'sad' and 'fear', maintaining 'neutral'."
MSP-PODCAST_0079_0342.wav,0,0,0,0,0,0.9,0,0.1,Explanatory content is primarily 'neutral' with slight 'happy'.
MSP-PODCAST_0917_1305.wav,0,0,0,0,0.5,0.25,0,0.25,Anxiety implies more fear and less of other negative emotions.
MSP-PODCAST_0917_1313.wav,0,0,0,0,0,0,0.25,0.75,"Amusement is primarily a positive emotion, indicating happiness and surprise."
MSP-PODCAST_0917_1454.wav,0,0,0,0,0,0.25,0.25,0.5,Excitement and interest suggest positive feelings and anticipation.
MSP-PODCAST_0917_1490.wav,0,0,0,0,0,0,0.5,0.5,Excitement is more about happiness and surprise than fear.
MSP-PODCAST_0917_1516.wav,0,0.25,0.25,0,0.25,0.25,0,0,"Concern involves sadness and fear, not disgust or contempt."
MSP-PODCAST_0917_1713.wav,0,0,0,0,0,0.8,0,0.2,"Neutral should dominate, with a slight possibility for happiness."
MSP-PODCAST_0917_1900.wav,0,0,0,0,0,0,0.1,0.9,Humor is overwhelmingly associated with happiness.
MSP-PODCAST_0918_0202.wav,0,0,0,0.5,0.25,0.25,0,0,Cynicism is characterized by contempt and some neutrality.
MSP-PODCAST_0920_0351.wav,0,0,0,0.5,0,0.25,0,0.25,Cockiness involves a strong sense of contempt and some happiness.
MSP-PODCAST_0920_0575.wav,0,0,0,0,0,0.75,0.25,0,Clarifying is a neutral action with potential for mild surprise.
MSP-PODCAST_0920_0619.wav,0.5,0,0,0,0,0.5,0,0,Exasperation is more about anger and neutrality.
MSP-PODCAST_0920_0793.wav,0,0,0,0,0,0.25,0.5,0.25,"Curiosity involves a mix of surprise, happiness, and neutrality."
MSP-PODCAST_0920_1014.wav,0,0,0,0,0,0,0.5,0.5,Hope and excitement are strongly linked to happiness and surprise.
MSP-PODCAST_0920_1080.wav,0,0,0,0,0,0.8,0,0.2,Engagement is primarily a neutral state with some happiness.
MSP-PODCAST_0924_0010.wav,0,0,0,0,0,0,0.2,0.8,Enthusiasm is mostly about happiness and some surprise.
MSP-PODCAST_0924_0037.wav,0,0,0,0,0,0.25,0.25,0.5,Excitement is more about happiness than anger or sadness.
MSP-PODCAST_0926_0086.wav,0,0,0,0,0,0.25,0.25,0.5,"Gratitude implies happiness, some surprise, and neutrality."
MSP-PODCAST_0927_0119.wav,0,0,0,0,0,0,0.1,0.9,"Appreciation is overwhelmingly a positive emotion, indicating happiness."
MSP-PODCAST_0927_0190.wav,0,0,0,0,0,0.8,0,0.2,Engagement is primarily a neutral state with some happiness.
MSP-PODCAST_0929_0228.wav,0,0.5,0,0,0,0.5,0,0,Moroseness is characterized by sadness and neutrality.
MSP-PODCAST_0929_0266.wav,0,0.5,0,0,0.25,0.25,0,0,Concern involves sadness and a bit of fear.
MSP-PODCAST_0930_0077.wav,0,0,0.25,0.25,0,0.5,0,0,"Validating or confirming is more neutral, with some disgust and contempt."
MSP-PODCAST_0933_0064.wav,0,0,0,0,0,0.5,0.25,0.25,Pleasant experiences are primarily neutral with happiness and surprise.
MSP-PODCAST_0933_0123.wav,0,0,0,0,0,0.25,0.25,0.5,"Emoting defiance involves a mix of happiness, surprise, and neutrality."
MSP-PODCAST_0934_0224.wav,0,0,0.1,0.3,0,0.3,0,0.3,"Contempt involves a mix of contempt, neutrality, and some happiness."
MSP-PODCAST_0938_0052.wav,0,0,0,0,0,0,0.5,0.5,Excitement is more about happiness and surprise.
MSP-PODCAST_0938_0054.wav,0,0,0,0,0,0.5,0.25,0.25,Being argumentative is a neutral stance with potential for surprise.
MSP-PODCAST_0938_0080.wav,0,0,0,0,0,0,0.25,0.75,Amusement and embarrassment together suggest happiness with some surprise.
MSP-PODCAST_0938_0244.wav,0,0,0,0,0,0.1,0.3,0.6,"Amusement is primarily about happiness, with some surprise."
MSP-PODCAST_0939_0151.wav,0,0,0.25,0,0,0.25,0.25,0.25,"Excitement involves happiness and surprise, not disgust."
MSP-PODCAST_0939_0177.wav,0.1,0,0,0.4,0,0,0.4,0.1,Annoyance implies a mix of anger and contempt.
MSP-PODCAST_0939_0185.wav,0.2,0,0.2,0.3,0,0,0,0.3,Dismissiveness combines contempt with a slight happiness.
MSP-PODCAST_0939_0251.wav,0.2,0,0,0.4,0,0.3,0,0.1,Apologistic nature increases neutrality and decreases anger.
MSP-PODCAST_0939_0359.wav,0,0,0.2,0,0,0,0.3,0.5,Explanation implies more surprise and happiness.
MSP-PODCAST_0939_0407.wav,0.9,0,0,0,0,0,0,0.1,Vindication implies strong anger but a bit of happiness.
MSP-PODCAST_0939_0489.wav,0.3,0,0.2,0.4,0,0,0,0.1,"Annoyance suggests a mix of anger, disgust, and contempt."
MSP-PODCAST_0939_0511.wav,0,0,0.3,0.2,0.2,0.3,0,0,"Adjusted for a balanced mix of disgust, contempt, and fear."
MSP-PODCAST_0939_0733.wav,0,0.1,0,0,0,0,0,0.9,Enjoyment is primarily happiness with slight sadness.
MSP-PODCAST_0940_0032.wav,0.5,0,0.2,0,0,0,0.2,0.1,Agitation is mainly anger with some disgust and surprise.
MSP-PODCAST_0941_0036.wav,0.2,0,0,0.3,0,0.2,0.2,0.1,"Excitement includes anger, contempt, and surprise."
MSP-PODCAST_0941_0038.wav,0,0,0,0.2,0,0.7,0,0.1,Concerned implies more neutrality and slight contempt.
MSP-PODCAST_0941_0080.wav,0.3,0,0.2,0.4,0,0,0,0.1,"Irritation suggests a mix of anger, disgust, and contempt."
MSP-PODCAST_0941_0092.wav,0.2,0,0,0,0,0.5,0,0.3,Informative content increases neutrality and happiness.
MSP-PODCAST_0941_0095.wav,0,0,0.2,0,0,0.3,0.2,0.3,"Concern implies a mix of neutrality, surprise, and happiness."
MSP-PODCAST_0941_0249.wav,0,0,0.3,0.4,0,0.2,0,0.1,Declarative tone implies more contempt and disgust.
MSP-PODCAST_0941_0297.wav,0,0,0,0.2,0.2,0.6,0,0,"Annoyance with more neutrality, slight fear and contempt."
MSP-PODCAST_0941_0346.wav,0.3,0,0.4,0.2,0,0,0,0.1,Concerned with increased disgust and slight happiness.
MSP-PODCAST_0941_0377.wav,0,0,0,0.2,0.2,0,0,0.6,Amusement is primarily happiness with slight fear and contempt.
MSP-PODCAST_0943_0110.wav,0,0,0,0,0,0.05,0,0.95,Sarcasm often conveys happiness with a hint of neutrality.
MSP-PODCAST_0943_0169.wav,0,0,0,0.2,0,0.3,0.2,0.3,"Argumentative nature increases neutrality, surprise, and happiness."
MSP-PODCAST_0948_0132.wav,0,0,0.2,0,0,0.3,0,0.5,"Apology increases happiness and neutrality, decreases anger."
MSP-PODCAST_0948_0254.wav,0.3,0,0,0,0,0.4,0.2,0.1,Combination of amusement and annoyance increases neutrality.
MSP-PODCAST_0950_0019.wav,0,0,0,0,0,1,0,0,Questioning is purely a neutral state.
MSP-PODCAST_0950_0029.wav,0.3,0,0.3,0.1,0.1,0.1,0.1,0,"Cautiousness involves anger, disgust, and a bit of fear."
MSP-PODCAST_0951_0034.wav,0,0.2,0,0,0,0.3,0.2,0.3,Concerned with increased sadness and happiness.
MSP-PODCAST_0952_0027.wav,0,0.1,0.1,0,0,0.4,0,0.4,Interest involves a balance of neutrality and happiness.
MSP-PODCAST_0952_0029.wav,0,0,0,0,0,0.5,0,0.5,Amusement is purely a mix of neutrality and happiness.
MSP-PODCAST_0952_0033.wav,0,0,0,0,0.2,0.4,0.4,0,"Interest implies curiosity, leading to surprise and neutrality."
MSP-PODCAST_0952_0034.wav,0,0.2,0.2,0,0.2,0,0.2,0.2,"Worry involves sadness, disgust, fear, and a bit of happiness."
MSP-PODCAST_0952_0040.wav,0,0.1,0,0,0,0.6,0.2,0.1,"Curiosity involves neutrality, with a bit of sadness and happiness."
MSP-PODCAST_0952_0046.wav,0,0,0.2,0,0.3,0.2,0.2,0.1,Increased fear due to concern's association with worry.
MSP-PODCAST_0952_0070.wav,0,0.1,0.1,0,0,0.5,0.1,0.2,Increased neutral and happy for curiosity's open and positive nature.
MSP-PODCAST_0952_0082.wav,0.3,0.2,0.2,0.2,0,0.1,0,0,Increased angry due to annoyance's irritation aspect.
MSP-PODCAST_0952_0115.wav,0,0,0,0.6,0,0.2,0.1,0.1,Increased contempt for determination's assertiveness.
MSP-PODCAST_0952_0296.wav,0,0.3,0.4,0,0,0.3,0,0,Increased disgust and sad due to discouragement.
MSP-PODCAST_0952_0302.wav,0,0,0,0,0,1,0,0,Maintained neutral for uncertainty's lack of direction.
MSP-PODCAST_0953_0017.wav,0,0.2,0.2,0.3,0,0.3,0,0,Increased contempt and neutral for defensive's protective stance.
MSP-PODCAST_0956_0052.wav,0.3,0,0,0,0,0.7,0,0,Increased angry for irritation's annoyance aspect.
MSP-PODCAST_0957_0084.wav,0.1,0,0.5,0,0,0.2,0.1,0.1,Increased disgust for passion's intensity.
MSP-PODCAST_0957_0153.wav,0,0,0.6,0.2,0.2,0,0,0,Increased disgust for concern's negative aspect.
MSP-PODCAST_0957_0159.wav,0.1,0,0.1,0.5,0,0.2,0.1,0,Increased contempt for determination's assertiveness.
MSP-PODCAST_0957_0215.wav,0.4,0,0,0.1,0,0.2,0.1,0.2,Increased angry for inquisitive's intense curiosity.
MSP-PODCAST_0958_0012.wav,0,0,0.1,0,0,0.8,0,0.1,Increased neutral for inquisitive's open-ended nature.
MSP-PODCAST_0962_0032.wav,0,0.9,0,0.1,0,0,0,0,Increased sad for cautious's worry aspect.
MSP-PODCAST_0962_0095.wav,0,0,0,0,0,1,0,0,Maintained neutral for sleepy's lack of engagement.
MSP-PODCAST_0962_0128.wav,0,0.8,0,0,0.1,0.1,0,0,Increased sad for nervous's anxiety aspect.
MSP-PODCAST_0962_0137.wav,0,0,0,0.2,0,0.6,0,0.2,Increased neutral and happy for smug's satisfaction.
MSP-PODCAST_0962_0277.wav,0,0,0,0,0,0.7,0.2,0.1,Increased neutral and surprise for concerned's uncertainty.
MSP-PODCAST_0962_0284.wav,0,0.1,0,0.1,0,0.2,0,0.6,Increased happy for hopeful's optimism.
MSP-PODCAST_0963_0206.wav,0,0.2,0,0,0,0.4,0.2,0.2,Increased neutral and surprise for concerned's uncertainty.
MSP-PODCAST_0963_0216.wav,0,0,0.1,0,0,0.1,0,0.8,Increased happy for amused's enjoyment.
MSP-PODCAST_0963_0292.wav,0,0,0.6,0,0,0.4,0,0,Increased disgust for concern's negative aspect.
MSP-PODCAST_0964_0079.wav,0.4,0,0,0,0,0.3,0.2,0.1,Increased angry for even keel's assertiveness.
MSP-PODCAST_0964_0092.wav,0,0,0,0,0,0,0,1,Increased happy for insistence's determination.
MSP-PODCAST_0964_0124.wav,0.3,0.2,0,0,0.2,0.3,0,0,Increased angry and fear for frustration's irritation.
MSP-PODCAST_0964_0161.wav,0,0.2,0,0,0,0.2,0,0.6,Increased happy for excited and proud's positive emotions.
MSP-PODCAST_0964_0172.wav,0,0,0,0.4,0,0.3,0,0.3,Increased contempt for inquisitive's critical aspect.
MSP-PODCAST_0964_0193.wav,0,0.1,0.1,0.1,0.1,0.2,0,0.4,Increased happy for hysterical's laughter.
MSP-PODCAST_0964_0203.wav,0.1,0,0,0,0.1,0.2,0.1,0.5,Increased happy for invested and proud's positive emotions.
MSP-PODCAST_0964_0284.wav,0,0.3,0,0.2,0,0.3,0,0.2,Increased sad and neutral for confused's uncertainty.
MSP-PODCAST_0964_0321.wav,0,0,0,0,0,0.7,0.05,0.25,"Interest implies a positive, engaged state, slightly more neutral."
MSP-PODCAST_0964_0449.wav,0.15,0.05,0,0,0,0.3,0,0.5,"Concern has a negative connotation, adjusting for slight sadness."
MSP-PODCAST_0965_0184.wav,0,0,0.15,0,0,0.25,0.35,0.25,Curiosity and interest suggest a more positive outlook.
MSP-PODCAST_0965_0270.wav,0.05,0.15,0,0,0.15,0.5,0.1,0,"Uncertainty can induce fear and sadness, adjusting accordingly."
MSP-PODCAST_0966_0036.wav,0,0,0,0,0,0.2,0.1,0.7,"Excitement is predominantly a happy emotion, increased happiness."
MSP-PODCAST_0966_0110.wav,0.15,0,0,0.1,0,0.55,0,0.2,"Neutral should dominate, slight adjustments for anger and contempt."
MSP-PODCAST_0966_0147.wav,0,0,0,0,0,0.6,0.2,0.2,"Persuasion implies a more neutral stance, increased neutrality."
MSP-PODCAST_0968_0006.wav,0,0.2,0,0,0,0.3,0,0.5,"Increased sadness due to concern, maintaining high happiness."
MSP-PODCAST_0970_0171.wav,0,0,0,0,0,0,0,1,"Loving is purely a happy emotion, no change needed."
MSP-PODCAST_0970_0288.wav,0,0,0,0.1,0,0.8,0,0.1,"Smugness involves a bit of contempt, adjusted for neutrality."
MSP-PODCAST_0970_0311.wav,0,0,0.2,0.2,0,0.1,0.3,0.2,Increased surprise and disgust for a balanced emotional response.
MSP-PODCAST_0970_0317.wav,0,0,0,0.2,0,0.6,0.1,0.1,"Confusion leads to more neutrality, slight contempt adjustment."
MSP-PODCAST_0970_0338.wav,0,0,0,0,0,0.6,0.15,0.25,"Concentration is a neutral state, slight increase in happiness."
MSP-PODCAST_0970_0358.wav,0,0.4,0.2,0,0,0.4,0,0,"Relief from sadness, increased neutrality and slight disgust."
MSP-PODCAST_0970_0424.wav,0,0.3,0,0,0,0.6,0,0.1,"Concern suggests more sadness, adjusted for higher neutrality."
MSP-PODCAST_0973_0007.wav,0.2,0,0,0.2,0,0.4,0,0.2,"Excitement and concern mixed, increased anger and contempt."
MSP-PODCAST_0974_0420.wav,0,0,0,0,0,0.75,0.05,0.2,Pride is more neutral with a touch of happiness.
MSP-PODCAST_0974_0662.wav,0,0,0.1,0,0.1,0.5,0.1,0.2,"Nervousness involves fear, adjusted for more neutrality."
MSP-PODCAST_0974_1122.wav,0,0,0.2,0,0,0.6,0.1,0.1,"Confusion leads to more neutrality, slight disgust increase."
MSP-PODCAST_0974_1523.wav,0.3,0.4,0,0.1,0,0.2,0,0,"Frustration involves anger and sadness, adjusted accordingly."
MSP-PODCAST_0974_2054.wav,0,0,0,0.4,0,0.3,0,0.3,"Disappointment involves contempt, adjusted for more neutrality."
MSP-PODCAST_0974_2206.wav,0.15,0,0.15,0.05,0.05,0.4,0,0.2,"Confidence involves some dominance, adjusted for neutrality."
MSP-PODCAST_0974_2342.wav,0.3,0.15,0.1,0.05,0,0.3,0,0.1,"Concern with negative connotation, increased anger."
MSP-PODCAST_0974_2407.wav,0,0,0,0.4,0,0.3,0,0.3,"Amusement involves happiness, adjusted for more neutrality."
MSP-PODCAST_0975_0062.wav,0,0,0,0,0,0.9,0,0.1,"Nonchalant is predominantly neutral, slight happiness."
MSP-PODCAST_0975_0063.wav,0,0,0,0.1,0.1,0.6,0.1,0.1,"Confusion leads to more neutrality, slight fear."
MSP-PODCAST_0975_0099.wav,0,0,0,0.15,0,0.6,0,0.25,"Contentment increases happiness, adjusted for neutrality."
MSP-PODCAST_0975_0112.wav,0,0,0.2,0.2,0,0.5,0,0.1,"Advocating in a calm manner, increased neutrality."
MSP-PODCAST_0975_0120.wav,0.2,0,0,0.1,0.2,0.1,0,0.4,"Annoyance involves anger, adjusted for happiness."
MSP-PODCAST_0975_0225.wav,0,0.4,0,0,0,0.3,0,0.3,"Depression involves sadness, adjusted for more neutrality."
MSP-PODCAST_0975_0344.wav,0,0,0,0.1,0,0.4,0,0.5,Increased happy due to passion's positive nature.
MSP-PODCAST_0975_0591.wav,0.1,0.2,0.2,0,0,0.4,0,0.1,Increased angry and sad due to confrontational nature.
MSP-PODCAST_0975_0629.wav,0,0.7,0,0.1,0,0.1,0,0.1,Increased sad due to nostalgic's typically sad undertone.
MSP-PODCAST_0977_0098.wav,0,0,0,0,0,0.6,0,0.4,Increased happy for curiosity and calmness.
MSP-PODCAST_0979_0017.wav,0,0.6,0,0,0,0.4,0,0,Increased sad due to resignation's inherently sad nature.
MSP-PODCAST_0980_0060.wav,0,0.1,0,0.2,0,0.4,0,0.3,Increased happy due to admiration and pride.
MSP-PODCAST_0980_0061.wav,0,0.1,0,0,0.1,0.6,0,0.2,Increased happy and neutral for contentment.
MSP-PODCAST_0980_0182.wav,0,0,0,0,0,0.4,0.1,0.5,Increased happy due to amazement's positive excitement.
MSP-PODCAST_0981_0020.wav,0.2,0.2,0.4,0,0.1,0.1,0,0,Increased disgust due to seething's intense negativity.
MSP-PODCAST_0984_0054.wav,0.1,0.3,0.3,0,0,0.2,0,0.1,Increased sad and disgust due to frustration.
MSP-PODCAST_0984_0125.wav,0.3,0.1,0.1,0.1,0.1,0.2,0,0.1,Increased angry due to disappointment's negative impact.
MSP-PODCAST_0987_0126.wav,0.3,0,0.1,0,0.2,0.1,0.1,0.2,Increased angry and fear due to emphatic and cautious nature.
MSP-PODCAST_0988_0003.wav,0,0,0,0,0,0,0,1,"Pride is a positive emotion, thus happy is increased."
MSP-PODCAST_0993_0190.wav,0,0.1,0,0,0,0.6,0.1,0.2,Increased neutral and happy for curiosity.
MSP-PODCAST_0994_0066.wav,0.1,0,0.4,0,0,0.4,0,0.1,Increased disgust due to frustration's negative aspect.
MSP-PODCAST_0995_0009.wav,0,0,0.2,0.2,0,0.4,0,0.2,Increased neutral and happy due to empowerment.
MSP-PODCAST_0996_0055.wav,0.1,0,0,0.2,0,0.4,0.1,0.2,Increased contempt and neutral for annoyed's irritation.
MSP-PODCAST_0996_0265.wav,0,0,0.2,0.2,0,0.4,0,0.2,Increased disgust and contempt for concerned's worry.
MSP-PODCAST_0996_0397.wav,0,0,0,0,0,0.6,0,0.4,Increased happy for curiosity and calmness.
MSP-PODCAST_0996_0417.wav,0,0.1,0.1,0,0,0.6,0,0.2,Increased neutral due to upset's mixed emotions.
MSP-PODCAST_0997_0002.wav,0,0,0,0,0,1,0,0,"Content is primarily a neutral, satisfied state."
MSP-PODCAST_0998_0028.wav,0.2,0.2,0,0.1,0.3,0.1,0,0.1,Increased fear and angry due to irritation's negative impact.
MSP-PODCAST_0998_0139.wav,0,0.3,0,0.1,0.2,0.3,0,0.1,Increased sad and fear due to worry and concern.
MSP-PODCAST_0998_0157.wav,0,0,0.2,0.2,0,0.4,0,0.2,Increased disgust and contempt for concerned's worry.
MSP-PODCAST_0999_0006.wav,0.1,0.2,0.1,0.2,0.1,0.3,0,0.1,Increased sad and contempt due to discontent's dissatisfaction.
MSP-PODCAST_1001_0001.wav,0,0,0,0,0,0.4,0,0.6,Increased happy due to excitement and hope.
MSP-PODCAST_1001_0004.wav,0,0,0,0.1,0,0.6,0,0.3,Increased happy and neutral for amusement and reflection.
MSP-PODCAST_1001_0020.wav,0,0.1,0,0.2,0,0.5,0.1,0.1,Increased neutral and contempt for reflective's thoughtful nature.
MSP-PODCAST_1001_0034.wav,0,0,0,0,0,0.6,0,0.4,Increased happy due to hopeful's optimistic nature.
MSP-PODCAST_1001_0042.wav,0,0,0,0,0,0.6,0.2,0.2,Increased surprise and neutral for confused's uncertainty.
MSP-PODCAST_1001_0048.wav,0,0,0,0,0,0.5,0,0.5,Increased happiness due to excitement and passion.
MSP-PODCAST_1001_0050.wav,0,0,0,0,0,0.7,0,0.3,"Increased neutrality for balance, slight decrease in happiness."
MSP-PODCAST_1001_0081.wav,0,0,0,0,0,0.7,0,0.3,"Hopeful implies a positive outlook, maintaining high neutrality and happiness."
MSP-PODCAST_1001_0090.wav,0,0,0,0,0,0.6,0.2,0.2,Increased neutrality and surprise due to uncertainty.
MSP-PODCAST_1001_0097.wav,0,0,0,0.1,0,0.7,0,0.2,"Increased neutrality for reflective state, slight contempt for introspection."
MSP-PODCAST_1001_0150.wav,0,0,0,0,0,0.65,0.1,0.25,"Increased neutrality and happiness, slight surprise for amazement."
MSP-PODCAST_1001_0158.wav,0,0,0,0,0,0.6,0.2,0.2,Balanced distribution for excitement and hopefulness.
MSP-PODCAST_1001_0161.wav,0,0,0,0,0,0.7,0,0.3,"Increased neutrality for reflective state, maintained happiness for gratitude."
MSP-PODCAST_1001_0177.wav,0,0,0,0.1,0,0.7,0,0.2,Increased neutrality and slight contempt for introspection.
MSP-PODCAST_1001_0189.wav,0,0,0,0.1,0,0.6,0.1,0.2,"Increased neutrality, slight contempt and surprise for reflective thought."
MSP-PODCAST_1001_0194.wav,0,0,0,0,0,0.5,0,0.5,Increased happiness due to thankfulness.
MSP-PODCAST_1001_0206.wav,0,0,0,0.1,0,0.7,0,0.2,"Increased neutrality for reflective state, slight contempt for introspection."
MSP-PODCAST_1001_0226.wav,0,0,0,0.1,0,0.6,0.1,0.2,"Increased neutrality, slight contempt and surprise for reflective thought."
MSP-PODCAST_1001_0241.wav,0,0,0,0,0,0.65,0,0.35,"Increased happiness for pride, maintained high neutrality."
MSP-PODCAST_1001_0245.wav,0,0,0,0,0,0.65,0,0.35,"Increased happiness for excitement, high neutrality for reflection."
MSP-PODCAST_1001_0248.wav,0,0,0,0.1,0,0.7,0.1,0.1,Increased neutrality and slight contempt for reflective thought.
